brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
INFINITI,QX56 Base,2011,210696.4,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,12000
BMW,840 i xDrive,2024,2414.01,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,Yes,90000
MINI,Clubman Cooper S ALL4,2017,128666.73,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,17390
Cadillac,Escalade ESV Premium Luxury Platinum,2021,50694.21,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,95000
Audi,R8 5.2 V10 plus,2017,98169.74,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,140000
RAM,2500 Big Horn,2021,73815.6,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,43449
Porsche,911 Carrera 4,2014,36532.02,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,85500
Bentley,Continental GT Base,2009,69201.62,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,48500
Toyota,Tundra SR5,2015,159324.66,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,27000
Toyota,4Runner SR5,2006,217260.9,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,16900
Cadillac,CTS 2.0L Turbo Luxury,2019,74029.64,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29000
Ford,Focus SE,2014,128127.6,Gasoline,2.0L I4 16V GDI DOHC,Automatic,Black,Charcoal Black,None reported,Yes,10995
BMW,M5 Base,2021,21323.76,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Alpine White,Aragon Brown,None reported,Unknown,86900
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,66304.81,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,60500
Cadillac,Escalade ESV Luxury,2016,187488.11,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,30500
Chevrolet,Corvette Z06,2018,38719.11,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,87150
Audi,Q5 2.0T Premium Plus,2015,190706.79,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15400
BMW,ALPINA B7 ALPINA B7 xDrive,2020,24296.21,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,Unknown,99998
Maserati,Ghibli S Q4,2018,32186.8,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,43000
BMW,228 Gran Coupe i xDrive,2020,16778.98,Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,Unknown,30798
Ford,Expedition Limited,2023,15288.73,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,Yes,63500
Nissan,Frontier SE Crew Cab,2006,215651.56,Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,8500
Subaru,BRZ Limited,2022,16898.07,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,None reported,Yes,32500
Chevrolet,Malibu LT,2018,85455.95,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,17500
Ford,Focus SEL,2017,128962.85,E85 Flex Fuel,2.0L I4 16V GDI DOHC Flexible Fuel,Automatic,White,Charcoal Black,None reported,Yes,13895
Nissan,Rogue Sport S,2021,38624.16,Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,25500
Volvo,C70 T5,2006,98169.74,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,Blue,Beige,None reported,Yes,10299
Lincoln,Nautilus Reserve,2021,31704,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,48000
Mercedes-Benz,AMG GT Base,2018,45354.42,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,84500
Ford,Mustang EcoBoost Premium,2017,95755.73,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
Ford,Ranger XLT,1999,185721.05,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gold,Beige,None reported,Yes,8000
GMC,Yukon SLT,2018,137598.57,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,35899
RAM,2500 Big Horn,2020,82076.34,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,44900
Lexus,ES 350 Base,2011,212432.88,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,9999
Jeep,Wrangler Rubicon Hard Rock,2016,109245.22,Gasoline,3.6 Liter,Automatic,White,Black,None reported,Unknown,32798
Volvo,XC90 T6 Momentum,2018,99779.08,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,30500
Porsche,911 R,2016,20042.72,Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Purple,Black,None reported,Yes,210000
BMW,M6 Gran Coupe Base,2017,45005.19,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,58000
BMW,X5 xDrive35i,2018,77248.32,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,32000
BMW,X5 xDrive40i,2020,8917.35,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,Unknown,56598
Mitsubishi,Outlander SEL,2018,46670.86,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,19500
Dodge,Ram 1500 ST,2010,210984.47,E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,12995
Subaru,Impreza 2.0i,2015,164542.14,Gasoline,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",Manual,Quartz Blue Pearl,Black,At least 1 accident or damage reported,Unknown,11498
Mercedes-Benz,Maybach S S 600,2016,29079.16,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,79999
Kia,Sportage LX,2023,20921.42,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,31900
Porsche,911 Turbo Cabriolet,2008,82076.34,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,69500
Hummer,H3 Base,2007,221015.49,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,10000
Buick,LaCrosse Leather,2014,202067.12,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,11200
Chevrolet,Silverado 1500 High Country,2020,141881.02,Gasoline,6.2L V8 16V GDI OHV,Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Yes,48889
Toyota,4Runner SR5,2016,163991.75,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,29000
Cadillac,Escalade ESV Luxury,2015,256689.73,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18800
Subaru,Legacy 2.5i Premium,2015,110819.15,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT,Silver,Beige,At least 1 accident or damage reported,Yes,15000
Ford,Expedition EL XLT,2017,292899.88,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16500
Ford,Expedition EL Limited,2017,130356.54,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,27000
Chevrolet,Silverado 1500 LTZ,2021,100192.68,Gasoline,5.3L V8 16V GDI OHV,Automatic,Satin Steel Metallic,Gideon,None reported,Unknown,42590
BMW,X5 xDrive40e,2016,147734.19,Hybrid,Electric,Automatic,Alpine White,Black,None reported,Unknown,22998
BMW,335 is,2011,131965.88,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,20000
Ford,F-150 XLT,2012,333294.31,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover Sport P400 SE Dynamic,2023,724.2,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,Black,None reported,Yes,124000
Porsche,Panamera Edition,2016,125440.01,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,30000
Kia,Sorento Plug-In Hybrid SX,2022,25078.35,Hybrid,1.6L I4 16V GDI DOHC Turbo Hybrid,Automatic,Aurora Black,Gray,None reported,Unknown,40599
BMW,M240 i,2017,59706.51,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,26125
Maserati,Quattroporte Base,2006,82076.34,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,18000
Ford,F-150 XLT,2017,151277.96,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,26000
Land,Rover Discovery S,2003,196156.02,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,6000
Ford,F-250 XLT Crew Cab Super Duty,2008,253471.05,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,At least 1 accident or damage reported,Yes,15000
Ford,Taurus SHO,2014,222756.8,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15500
Land,Rover Range Rover Sport HSE,2012,177027.4,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,10200
Cadillac,Escalade Sport,2023,13730.89,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,Automatic,Black Raven,Jet Black,None reported,Unknown,109900
GMC,Sierra 1500 SLT,2021,20826.47,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,51500
BMW,335 i xDrive,2009,112274,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,19500
Audi,Q5 S line Premium,2022,13185.32,Hybrid,2.0 Liter TFSI,Automatic,Florett Silver,Black,None reported,Unknown,42598
Lexus,RX 350 F Sport Performance,2020,69647.41,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Caviar,Black,None reported,Unknown,43599
Audi,S4 3.0T Premium Plus,2018,42647.51,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,38000
Chevrolet,Colorado Z71,2019,40977.02,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Shadow Gray Metallic,Jet Black,None reported,Unknown,36139
Audi,A5 2.0T Prestige,2018,57694.84,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,33000
Mazda,Mazda3 s Sport,2008,125045.72,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,6300
Jaguar,E-PACE 300 Sport,2021,37980.42,Hybrid,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,42999
Ferrari,GTC4Lusso T,2019,14274.85,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Automatic,Nero Daytona,–,None reported,Yes,215000
Toyota,Celica GT,2001,196339.48,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,None reported,Yes,7800
Ford,Excursion Limited 4WD,2003,394288.3,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,17999
Porsche,718 Spyder Base,2022,7563.9,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,134000
Subaru,WRX STI Base,2016,135345.49,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,34000
Audi,A6 45 Premium Plus,2021,53108.22,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,40000
Mercedes-Benz,AMG GT R,2018,6133.19,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,148500
Audi,S4 3.0T Premium Plus,2013,224269.58,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,20900
Lotus,Evora Base,2010,14644.99,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,White,None reported,Yes,55000
Mercedes-Benz,S-Class S 560 4MATIC,2019,16898.07,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Brown,None reported,Yes,77900
Chevrolet,Silverado 1500 RST,2023,8056.36,Gasoline,5.3L V8 16V GDI OHV,Automatic,Dark Ash Metallic,Black,None reported,Unknown,59590
BMW,M3 Competition,2021,53912.89,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,71000
BMW,435 i,2014,203581.51,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,15000
Land,Rover Range Rover Evoque HSE Dynamic,2016,127137.86,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,None reported,Yes,24000
Porsche,911 Targa 4 GTS,2018,30577.46,Gasoline,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,145000
RAM,3500 Tradesman,2021,91732.38,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Blue,Gray,None reported,Yes,52000
BMW,X5 xDrive40i,2020,7853.58,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,Unknown,57998
Acura,NSX Base,2018,10497.72,Hybrid,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,White,Ebony,None reported,Unknown,143900
Mercedes-Benz,SL-Class SL500 Roadster,2005,204386.18,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,14000
Lexus,SC 430 Base,2002,144035.93,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,15999
Chevrolet,Silverado 1500 Base,2000,156105.98,Gasoline,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,27500
Buick,Enclave Avenir,2021,50180.83,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Rich Garnet Metallic,Chestnut,At least 1 accident or damage reported,Yes,42442
Lexus,NX 300h Base,2020,26433.41,Hybrid,2.5L I4 16V MPFI DOHC Hybrid,CVT,Gray,Black,At least 1 accident or damage reported,Unknown,33200
Lexus,RX 350 RX 350 F SPORT Handling,2022,18085.76,Gasoline,3.5 Liter DOHC,Automatic,Atomic Silver,Black,None reported,Unknown,54798
Chevrolet,Avalanche 1500 LS,2005,156340.94,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,7999
Mercedes-Benz,SL-Class SL400,2015,59014.5,Gasoline,3.0 Liter,Automatic,White,Tan,None reported,Unknown,39998
Chevrolet,Suburban Premier,2019,72098.43,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,52500
Ford,Transit-350 Base,2015,241401,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,17100
INFINITI,QX60 Luxe,2020,61798.66,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,32100
Bentley,Continental GTC Base,2008,12810.35,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,81500
Nissan,350Z Enthusiast,2007,188292.78,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,9975
McLaren,570S Base,2017,48602.07,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,Yes,139000
Nissan,Altima 2.5 SL,2012,147327.03,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT,Silver,Black,None reported,Yes,8999
Land,Rover Range Rover 5.0L Supercharged,2015,177027.4,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,–,At least 1 accident or damage reported,Yes,26499
BMW,X5 xDrive35i,2017,169141.63,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,23300
INFINITI,QX56 Base,2012,177027.4,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,15600
Ford,F-150 XLT,2019,131608.61,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Black,Medium Earth Gray,None reported,Yes,32769
Lexus,RX 450h Base,2010,271048.26,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,10900
Maserati,Ghibli S Q4 GranSport,2018,129551.87,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,34900
Volvo,XC90 T6 Momentum,2018,130678.41,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28825
Lamborghini,Huracan EVO Base,2020,10051.94,Gasoline,5.2L V10 40V GDI DOHC,Automatic,Nero Noctis,Nero Ade,None reported,Yes,267950
Jeep,Wrangler Unlimited Rubicon,2017,32463.61,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,47500
Hummer,H2 Base,2005,233354.3,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,22500
Ford,Flex Limited,2009,260713.08,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,7500
Porsche,718 Cayman GT4,2020,21812.99,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,124995
Toyota,Camry XLE,2007,96077.6,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,None reported,Yes,9500
Mercedes-Benz,A-Class A 220 4MATIC,2020,49776.89,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Black,None reported,Unknown,28900
BMW,335 i,2009,83658.32,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,White,None reported,Yes,19999
Chevrolet,Camaro 2SS,2022,35405.48,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,50000
Chevrolet,Silverado 2500 High Country,2022,25749.44,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,73995
Nissan,Altima 2.5 SV,2020,35880.24,Gasoline,2.5L I4 16V GDI DOHC,CVT,Scarlet Ember,Gray,None reported,Unknown,23599
Bentley,Continental GT V8,2020,53108.22,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,188500
Toyota,Sequoia Platinum,2023,1649.57,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Black,None reported,Yes,85000
Acura,TL Technology,2013,143537.03,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,At least 1 accident or damage reported,Yes,15499
Toyota,Highlander Limited,2020,86180.16,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Blue,Gray,None reported,Yes,39687
Ford,Edge SEL,2021,91645.48,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Silver,Ebony,None reported,Yes,26299
Jaguar,F-TYPE R,2016,18803.53,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,54900
GMC,Yukon XL Denali,2018,73413.26,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,51000
Chevrolet,Suburban LT,2018,121450.45,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,34500
Maserati,Levante GTS,2021,31403.05,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,Automatic,Black,Red / Black,At least 1 accident or damage reported,Yes,84645
Subaru,Outback Limited,2021,25163.64,Gasoline,2.5L H4 16V GDI DOHC,CVT,Crystal Black Silica,Black,None reported,Unknown,33531
Mercedes-Benz,S-Class S 450,2018,112010.06,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,40888
Mercedes-Benz,GL-Class GL 450,2011,222169.39,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,16500
Ford,F-250 Lariat,2017,212865.79,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,35900
Hyundai,Palisade Limited,2020,73731.91,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,37700
Ford,F-150 XLT,2021,40799.99,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Black,None reported,Yes,48459
Mercedes-Benz,R-Class R 350 4MATIC,2008,193120.8,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,8995
Chevrolet,Camaro 2SS,2018,120943.51,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,45000
Jeep,Wrangler Sport,2016,119314.86,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,23000
BMW,550 i xDrive,2012,110239.79,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,17800
Volkswagen,Jetta 1.4T SE,2017,98169.74,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,15995
Jeep,Grand Cherokee Limited,2022,19392.55,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,None reported,Unknown,41599
Jaguar,XK8 Base,2001,241401,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,White,At least 1 accident or damage reported,Yes,9875
Porsche,Macan S,2016,74351.51,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,41500
Mercedes-Benz,E-Class E 350,2014,141621.92,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,15500
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,75638.98,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,30089
Land,Rover Range Rover 3.0L Supercharged HSE,2017,81014.18,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,47000
Mercedes-Benz,E-Class E 350 4MATIC,2010,109113.25,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,13999
Dodge,Dakota Sport,2002,241401,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,At least 1 accident or damage reported,Yes,5500
Chevrolet,Camaro ZL1,2018,21726.09,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,54000
Hummer,H3 Base,2007,163750.34,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,12900
Honda,Odyssey EX-L,2022,29587.72,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,37950
Nissan,350Z Touring,2008,198753.49,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,13500
GMC,Savana 2500 Work Van,2017,188292.78,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Silver,None reported,Yes,38000
Mercedes-Benz,E-Class E 350 4MATIC,2010,138597.97,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,13600
Lexus,GX 460 Premium,2020,36155.43,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,45900
